accession_code,ProstT5_128_dim_0,ProstT5_128_dim_1,ProstT5_128_dim_2,ProstT5_128_dim_3,ProstT5_128_dim_4,ProstT5_128_dim_5,ProstT5_128_dim_6,ProstT5_128_dim_7,ProstT5_128_dim_8,ProstT5_128_dim_9,ProstT5_128_dim_10,ProstT5_128_dim_11,ProstT5_128_dim_12,ProstT5_128_dim_13,ProstT5_128_dim_14,ProstT5_128_dim_15,ProstT5_128_dim_16,ProstT5_128_dim_17,ProstT5_128_dim_18,ProstT5_128_dim_19,ProstT5_128_dim_20,ProstT5_128_dim_21,ProstT5_128_dim_22,ProstT5_128_dim_23,ProstT5_128_dim_24,ProstT5_128_dim_25,ProstT5_128_dim_26,ProstT5_128_dim_27,ProstT5_128_dim_28,ProstT5_128_dim_29,ProstT5_128_dim_30,ProstT5_128_dim_31,ProstT5_128_dim_32,ProstT5_128_dim_33,ProstT5_128_dim_34,ProstT5_128_dim_35,ProstT5_128_dim_36,ProstT5_128_dim_37,ProstT5_128_dim_38,ProstT5_128_dim_39,ProstT5_128_dim_40,ProstT5_128_dim_41,ProstT5_128_dim_42,ProstT5_128_dim_43,ProstT5_128_dim_44,ProstT5_128_dim_45,ProstT5_128_dim_46,ProstT5_128_dim_47,ProstT5_128_dim_48,ProstT5_128_dim_49,ProstT5_128_dim_50,ProstT5_128_dim_51,ProstT5_128_dim_52,ProstT5_128_dim_53,ProstT5_128_dim_54,ProstT5_128_dim_55,ProstT5_128_dim_56,ProstT5_128_dim_57,ProstT5_128_dim_58,ProstT5_128_dim_59,ProstT5_128_dim_60,ProstT5_128_dim_61,ProstT5_128_dim_62,ProstT5_128_dim_63,ProstT5_128_dim_64,ProstT5_128_dim_65,ProstT5_128_dim_66,ProstT5_128_dim_67,ProstT5_128_dim_68,ProstT5_128_dim_69,ProstT5_128_dim_70,ProstT5_128_dim_71,ProstT5_128_dim_72,ProstT5_128_dim_73,ProstT5_128_dim_74,ProstT5_128_dim_75,ProstT5_128_dim_76,ProstT5_128_dim_77,ProstT5_128_dim_78,ProstT5_128_dim_79,ProstT5_128_dim_80,ProstT5_128_dim_81,ProstT5_128_dim_82,ProstT5_128_dim_83,ProstT5_128_dim_84,ProstT5_128_dim_85,ProstT5_128_dim_86,ProstT5_128_dim_87,ProstT5_128_dim_88,ProstT5_128_dim_89,ProstT5_128_dim_90,ProstT5_128_dim_91,ProstT5_128_dim_92,ProstT5_128_dim_93,ProstT5_128_dim_94,ProstT5_128_dim_95,ProstT5_128_dim_96,ProstT5_128_dim_97,ProstT5_128_dim_98,ProstT5_128_dim_99,ProstT5_128_dim_100,ProstT5_128_dim_101,ProstT5_128_dim_102,ProstT5_128_dim_103,ProstT5_128_dim_104,ProstT5_128_dim_105,ProstT5_128_dim_106,ProstT5_128_dim_107,ProstT5_128_dim_108,ProstT5_128_dim_109,ProstT5_128_dim_110,ProstT5_128_dim_111,ProstT5_128_dim_112,ProstT5_128_dim_113,ProstT5_128_dim_114,ProstT5_128_dim_115,ProstT5_128_dim_116,ProstT5_128_dim_117,ProstT5_128_dim_118,ProstT5_128_dim_119,ProstT5_128_dim_120,ProstT5_128_dim_121,ProstT5_128_dim_122,ProstT5_128_dim_123,ProstT5_128_dim_124,ProstT5_128_dim_125,ProstT5_128_dim_126,ProstT5_128_dim_127
P14091,0.039793402,-0.019387428,0.052303087,-0.019837022,0.059380252,0.0026135966,0.030820023,-0.09368754,-0.048954736,-0.013252955,0.09224026,0.047147542,0.036012657,0.028959025,-0.14010401,-0.03090537,-0.029271156,-0.020062922,0.006701372,0.046907753,0.031845495,0.057581097,0.008712424,-0.032759193,0.010372339,-0.08725676,0.070502415,-0.13369747,-0.06939918,0.10349088,0.034137763,-0.045830227,0.049717885,0.18858291,-0.082027346,-0.15296003,0.068047464,-0.024654565,0.00121742,0.036908053,0.058702685,0.1466087,0.0706616,-0.44606644,0.08229487,-0.19758663,0.19685279,0.04268071,-0.036099106,-0.08955232,0.0131054595,-0.0026309602,0.011542901,0.021099418,-0.015741296,-0.020888817,0.05481134,-0.07830209,-0.0014737472,0.042115733,0.05365794,0.0032302998,-0.03349254,0.018608656,0.04393158,0.06734394,-0.02013902,-0.1527687,0.063094944,-0.016044281,-0.03639552,0.08476148,0.023313183,0.08930387,-0.10157694,0.13551195,0.09625454,0.02976599,0.18526752,-0.022243816,-0.00852551,-0.009475209,-0.13684256,0.028130583,0.10069687,-0.1516491,-0.017621905,-0.06799216,0.001637362,-0.014780272,-0.0040508267,0.0062912125,0.00854019,-0.049118795,0.1631537,-0.017162692,0.081256405,-0.041080724,-0.09706572,-0.006679088,0.11894724,-0.047891766,-0.032848354,0.13510413,0.03825071,0.02799227,-0.13074355,0.020549275,-0.10699114,-0.051226705,-0.07701565,0.051173456,0.008630987,-0.23531668,-0.038957648,0.0034586806,0.02808623,-0.09644426,-0.04715205,-0.008265117,-0.13394733,0.069156505,-0.0077534206,-0.0023840927,0.10995248,-0.07335782,0.0505479,-0.14724948
P43067,0.038518183,-0.06300402,-0.02776992,0.004432004,-0.05768641,0.001568798,0.008239076,-0.082805276,-0.09230075,-0.088605225,0.025264349,-0.036817968,0.0044776388,0.044154968,-0.19866928,0.032126553,-0.16506018,-0.06368093,0.03583071,0.011472987,0.20076488,-0.044229027,0.07450059,-0.14060548,0.05851616,0.06925741,0.097080395,-0.21370427,-0.014441009,0.16948801,0.0112474505,0.11752634,-0.014424691,0.012079231,0.041811556,0.014873654,0.0034743464,0.0028976314,0.04847091,-0.07762097,0.02424388,0.053750385,0.07931883,-0.43614793,0.12853727,-0.19156078,0.16675045,0.056768738,-0.030663326,0.12710547,-0.022671537,-0.102673605,-0.02134658,0.14377767,-0.11431021,-0.0130930245,-0.047782764,-0.050026935,0.027335674,0.070641704,-0.021242673,0.018009707,-0.040262163,0.093230695,-0.029019255,-0.02712508,0.06903202,-0.09375021,0.07064568,0.007581249,-0.052780747,0.023338258,-0.048730895,-0.035489745,-0.029522039,0.14900137,0.04592973,0.039656732,0.017204762,-0.003993705,-0.118433066,-0.011360951,-0.18791759,0.11038839,-0.17316921,0.0021825694,-0.019432545,-0.014709372,0.05975183,-0.04364951,-0.029657053,-0.042129584,-0.069889724,-0.0597722,0.049323782,0.12671044,0.041128777,-0.022938205,-0.031023808,-0.035799988,-0.033464864,-0.04989463,0.036992125,0.089550056,0.04272608,0.05229173,0.050899737,0.013015654,-0.29633662,0.080576956,-0.24846113,0.09645741,-0.07326706,-0.13047275,0.016165072,-0.036745258,-0.009399336,0.11557984,-0.009401886,0.044051427,-0.1364619,0.014025012,-0.17144863,0.013369452,0.08155732,0.012126697,0.0093507,-0.23461647
P62310,-0.012525635,-0.18329528,-0.065166764,-0.091950074,0.081005186,0.035331056,0.00482307,0.14423047,0.0016079869,0.022209417,0.06578955,-0.0040028878,0.21085803,-0.046743363,-0.10940555,0.10638486,0.008502506,0.013363503,-0.023380186,-0.10281992,0.08951399,0.039592464,0.07722588,0.06227243,0.19191606,0.027670808,-0.09205222,-0.0791255,-0.100035444,0.051147334,0.05020076,-0.01908055,-0.007464122,0.144112,0.039313808,-0.06744918,0.07101642,-0.15674546,-0.0014037166,0.017703064,0.13846579,0.23303375,0.039030846,-0.23749489,-0.017486712,-0.093860686,0.34895375,-0.13385192,-0.028442904,0.008395223,0.03532112,0.15048894,-0.07353355,-0.26760852,-0.06604517,-0.09976053,-0.021698022,0.13306904,-0.062218744,0.04425578,0.036632203,-0.073442936,-0.12391908,-0.121679515,0.09314362,0.067227684,-0.11331542,-0.08778588,-0.08717251,-0.00277251,0.15589698,-0.11203111,0.053378537,-0.12459547,0.040001765,0.07499484,-0.17042354,-0.054487616,0.063811414,-0.1640532,0.062483996,-0.012789391,0.02942096,0.004012961,-0.012195624,-0.10131304,-0.025814064,-0.05414737,0.15204057,0.058672268,0.041617144,-0.028049633,0.024573542,-0.038812693,0.06354657,-0.06782264,-0.0038796903,-0.09467055,0.16149409,0.03204232,-0.093851164,-0.10641864,-0.059651226,-0.10211222,0.057899985,-0.08989839,-0.07746493,-0.0831953,-0.24200703,-0.07669398,0.18906844,0.1272376,0.03293622,0.18000826,-0.015124243,-0.048508458,-0.050211355,0.019742483,0.07100929,0.102018766,0.038233098,-0.28701794,-0.16476703,0.089941524,-0.043683425,-0.02357348,0.020331597,-0.088124245
P13797,0.1861094,-0.008310879,-0.06830987,0.18200435,-0.089561045,-0.016638465,-0.059095416,-0.05007562,-0.03611644,-0.023817528,0.06143048,0.0008999258,0.034564056,-0.028892457,-0.025649808,0.06299827,-0.0535262,-0.01690528,0.013818506,0.025621423,0.10444391,0.09346117,0.059655704,-0.03886477,0.06352486,-0.0831759,0.053111896,-0.048638027,-0.07285217,0.026078012,0.04103187,0.038080774,-0.08468151,0.23577249,-0.101008676,-0.08328681,0.07839325,0.0018494911,-0.14407575,-0.08485031,0.09223689,-0.10572925,-0.07002661,-0.041253526,0.06067856,0.0061365515,0.15322825,-0.023255106,0.126705,-0.18092492,-0.020136723,0.09407046,0.045980524,0.018653475,0.019686986,-0.13321319,-0.05171514,0.119127445,0.031175777,0.011372488,-0.008465013,-0.06441355,0.0387396,-0.011368196,0.1499235,-0.16421725,-0.11087398,-0.008027814,-0.0051667755,0.18206578,-0.09068768,0.049011238,0.0037967898,0.065438904,0.033866953,0.15347135,-0.13124612,-0.11975865,-0.014288377,0.14697693,0.07028174,0.005369082,0.019258525,-0.00014045928,0.11194801,-0.12792645,0.025229981,-0.11318052,-0.01077199,0.106433086,-0.008666499,0.14142309,-0.08683078,3.225729e-05,0.006535098,-0.0076871915,-0.0061708847,-0.031564392,0.011456297,0.0699946,0.10335603,-0.06862607,-0.019687437,-0.022113455,0.024693895,0.10157479,0.03172957,-0.021728624,-0.1463892,-0.12937422,-0.030046642,0.007431358,0.14050144,-0.07051331,-0.0047255736,-0.062418304,-0.11623734,0.08266921,-0.026687678,-0.020463618,-0.21979135,0.064304754,-0.10078956,-0.13035253,-0.06826708,0.038027335,-0.004704949,-0.16554202
Q9NYB9,-0.23797823,0.12912774,-0.007590551,-0.07313132,0.030581165,0.15581536,0.11635442,-0.025773061,0.073016465,-0.073889986,0.05050918,-0.0028590783,-0.014048494,-0.04346079,0.20836066,0.15003018,0.24055284,0.0126837455,0.045104533,0.022977008,-0.3782317,0.053457618,0.06699065,-0.1592077,0.019622954,-0.023445887,-0.06636272,0.33332196,0.1284501,0.037309684,0.060259603,0.10229773,-0.052154988,-0.033093214,0.061202534,-0.01079867,-0.13209018,0.048020843,0.15525131,-0.0809558,0.033350922,0.121741116,0.034340758,0.17161697,-0.0060192477,0.037641734,0.005297832,-0.0037681982,0.085050024,-0.16986364,-0.07980446,0.06721074,0.13158713,-0.124215916,-0.036465317,0.045726467,-0.005367797,-0.057405677,-0.17928316,-0.08717251,-0.12992463,0.090118915,0.14907941,0.09940739,-0.07227897,0.0895258,0.20275766,-0.2693047,-0.02228215,0.19012432,-0.0787926,0.05347812,0.09997312,-0.070322566,0.08692171,-0.14258364,0.091977954,0.018711437,0.107930794,-0.19624805,0.1671196,-0.31369507,0.10944845,-0.039839342,0.2642662,0.0693852,-0.089207746,-0.053668875,0.07787459,-0.024440538,-0.14590225,0.018519286,-0.01787412,0.045958366,0.05769225,0.08811908,-0.01155057,0.115412906,-0.0046884865,-0.06069436,0.28537405,0.048424777,-0.13723555,-0.35468778,0.13823815,-0.08207197,0.02174326,0.055709362,0.5096221,0.049102355,-0.111824326,-0.1278513,-0.06704396,-0.05929532,0.0047602896,-0.07683288,-0.16125776,-0.11444322,-0.024260731,0.049233753,0.07127324,-0.014741549,0.08943428,0.03047365,-0.15380643,-0.2864617,-0.046621785,-0.034279887
P38011,-0.16187991,-0.19486839,-0.0042970143,-0.15255576,-0.075319625,0.07510143,0.17538439,0.01915271,0.0072055804,-0.0457039,0.011087757,-0.018552627,0.19222812,-0.06946368,-0.11435433,0.13204497,-0.08179787,0.07040466,-0.0570776,-0.023288783,0.14023554,0.10744859,-0.002109385,-0.18080434,0.1537352,-0.03129223,-0.049840983,-0.053505294,-0.093626775,0.017605621,-0.06329809,0.112804525,0.11972886,0.19779584,0.052329384,0.045786828,0.08678094,-0.0972338,-0.13206267,-0.08634926,0.13095778,0.14154002,0.07693204,-0.2831462,-0.11417989,-0.20838659,0.3139081,0.013123311,0.0952052,0.17925425,0.06246349,0.017663859,0.0014647208,-0.0050060153,-0.08271881,-0.13472839,0.085366204,-0.04088984,-0.07429005,0.0149136335,-0.0032837205,0.13175492,-0.16861579,-0.047052015,-0.0032501966,-0.10213091,-0.04345934,-0.037070125,-0.042691924,0.012961954,-0.02256624,-0.002009932,-0.0054193325,0.095137656,-0.10586475,0.060896255,0.14211614,0.032500412,0.1957432,-0.032563705,0.057602815,0.13702771,-0.15217106,0.12956694,-0.02874218,-0.06025872,-0.1003133,-0.0048544817,0.055255778,0.02912327,-0.037847184,0.059096355,0.04141391,0.010287575,-0.032056943,-0.030936219,0.21519247,-0.110575885,-0.046506397,0.011309497,-0.08980018,0.02884287,0.1356197,0.07653726,0.0036530308,-0.015739193,-0.12191312,0.023535553,-0.008311722,0.012098771,-0.12059002,0.14146595,0.039731394,0.10019033,0.036307752,-0.11858815,0.09362818,0.23878433,-0.11102532,0.019111736,-0.067348875,0.082874075,-0.119984806,-0.05449278,0.15104258,0.0024635778,0.15939212,-0.19683269
P78352,-0.03242223,-0.068418816,-0.048290886,0.13391693,0.13622078,-0.038910903,0.01913976,0.028542541,0.0040577855,-0.0401463,0.06568791,-0.010912668,0.120333955,-0.1295042,0.0535145,-0.10467668,0.2231137,-0.038834807,-0.009097886,-0.07522591,-0.037203345,-0.07522562,0.0052468646,0.117913075,0.030676037,-0.0011212621,-0.06884144,-0.03354493,-0.013844631,0.046541713,-0.12593623,0.039422195,-0.022488331,0.0032788776,-0.018784106,-0.039254725,-0.12908962,-0.026480127,0.06684909,0.097274065,0.13610148,0.14225954,0.047313295,-0.1425146,-0.07269028,-0.013526317,0.20814505,0.04506705,-0.030776612,-0.06157078,-0.058912262,-0.019059336,0.048831813,-0.14357167,-0.09377227,-0.22324239,0.03784932,-0.078019,0.04172393,0.0432607,-0.17521599,-0.06438985,-0.033157498,-0.019059319,0.020790536,0.04846085,-0.12233414,-0.20234165,-0.034352146,0.18564896,0.059939563,0.04282705,0.052060537,-0.0060615093,0.07878399,0.038441546,0.0035295207,-0.16758128,-0.08509129,-0.07123863,0.05216126,-0.06943663,-0.001961507,-0.010464716,0.07170238,-0.08806516,-0.035271466,-0.014943738,-0.04236056,-0.043011792,-0.051141135,-0.059024334,0.030415798,0.16242716,0.21019207,-0.048633937,0.064478695,-0.006013388,-0.060945783,0.07929987,0.22538204,-0.046268623,-0.07430907,-0.021131758,0.03196471,0.02394909,0.0568711,0.0041459985,-0.03836524,0.040011395,-0.041135974,0.0004074201,-0.108667426,-0.014827741,0.037497595,0.023035793,0.013567038,-0.110588394,-0.059689477,0.007293696,0.03493588,0.10342219,-0.013907241,0.08872237,0.011745352,-0.26296654,-0.089734234,-0.075691685
Q27820,0.0973839,0.10763879,-0.071295604,-0.06041113,-0.038850315,0.07374571,-0.017603215,-0.03789683,-0.12355338,-0.048138894,-0.0060973093,-0.09841846,-0.032647777,0.07730615,-0.15551923,0.07695125,-0.21150029,-0.012597917,0.09945773,-0.057836004,0.12945214,-0.04057685,-0.077940255,-0.02181431,0.03183966,-0.07934235,0.20063813,-0.17448825,-0.0918527,0.10189816,0.0076214513,0.01263837,0.12242021,-0.07923408,-0.049935617,-0.015412416,0.044906102,-0.058137786,-0.14723678,-0.055784218,0.023387201,0.026804127,0.058529884,-0.3728754,0.11289831,-0.286349,0.14634001,0.05529023,-0.07922539,0.054177657,-0.115782395,0.116219416,0.05218999,0.16527295,-0.16510002,0.0622569,0.035913456,-0.017741408,0.11278628,-0.0097115245,-0.025698604,-0.13538493,-0.018136282,0.025330732,0.06328081,0.13650422,-0.01286516,0.094636954,-0.0066281883,0.015809495,-0.14551094,0.14030755,-0.10161197,-0.008124694,0.014298551,0.07430209,0.069610946,-0.05010418,0.09406355,-0.12661418,0.0786875,-0.10754874,-0.02381548,-0.027509123,0.07571572,0.016297638,-0.015164677,0.046206437,-0.023118056,-0.059802763,0.06722849,0.026377298,0.014858769,-0.055393323,0.15681109,-0.083148725,0.018330574,0.023459144,0.11996777,-0.015852094,0.033407994,-0.014071044,-0.045763634,0.14987493,0.04003656,0.06007321,-0.0050158016,-0.04807723,-0.31146613,-0.0705588,-0.01830256,-0.06722994,-0.044211477,-0.15025768,-0.025090944,-0.010300694,0.0077666156,-0.01655803,-0.014317742,0.031980887,-0.0828827,0.07379952,0.033193283,0.025879875,-0.108159736,-0.02695347,0.068897896,-0.1252268
Q0P891,0.11988025,-0.09170148,0.032540362,-0.116610765,-0.18856236,0.021200266,0.09928851,0.018323053,-0.014538017,-0.074759446,-0.011993196,-0.015887272,0.030997474,0.0516438,-0.21440522,0.080218956,-0.20358452,-0.018427307,-0.10635024,0.13150065,0.23710988,-0.017499331,-0.09584146,-0.07931995,0.038714573,-0.00040830113,0.03127524,-0.25070113,-0.1159388,0.06332766,0.09767112,-0.010843634,-0.03514457,-0.10772452,-0.03956102,0.031409904,0.04976504,-0.018656475,0.10099944,0.0012162328,-0.051999234,-0.10331127,0.036863662,-0.009574436,0.09273548,0.022957593,0.11145592,-0.06315671,-7.312372e-05,0.024576837,-0.022982314,-0.053340808,0.058567237,0.09018086,-0.097971424,0.090833545,0.060280267,0.031487774,-0.09101713,-0.2706194,0.12634349,-0.015349314,-0.1028046,0.09073001,-0.1810419,-0.0044225184,0.05328033,0.1295146,0.09652342,0.20158118,0.10418145,0.15038519,-0.0060635544,-0.01570065,-0.018460978,-0.06967169,-0.09315241,0.07981412,0.15674901,-0.09801685,-0.09789197,-0.048126314,-0.06333091,-0.0769107,-0.0639927,0.15421632,-0.1272083,0.029994905,-0.06397997,0.14461784,0.101562366,-0.14017949,-0.03809624,0.06727517,-0.054907426,0.29753426,0.086814284,-0.09126836,0.108849965,0.17232305,-0.0006732121,-0.00026354566,0.15342674,0.07094342,0.084310055,0.034107774,0.115599245,0.12152189,-0.30873066,-0.051672153,0.18634588,-0.0050754547,0.17869568,0.09668434,-0.034271076,0.038743168,-0.1617063,0.15540911,-0.0013567042,0.18031044,-0.011042939,-0.029805966,-0.27011472,-0.055485524,-0.011582334,0.07979083,-0.04722372,-0.2417844
Q15843,-0.052562125,-0.20351467,0.013599146,-0.04459669,0.08142029,-0.14503652,0.2556813,0.018893182,0.020199727,0.10869242,-0.008143131,0.022125408,0.04866214,0.1566826,0.017221086,0.03141395,-0.04051169,-0.003906565,-0.088923596,-0.117348075,0.2284726,0.033634625,-0.0039764578,0.13251106,0.16136898,-0.021568181,-0.04670519,-0.38473016,-0.05769451,0.031709857,-0.08240923,0.0075370744,-0.13516779,-0.22885622,0.07766104,0.009118445,0.054724533,-0.07396282,-0.07308934,0.053958923,-0.054491,0.11286542,0.1398121,-0.42008334,0.19748646,-0.12729199,0.50699914,0.115146436,0.009537399,-0.20155887,0.13898914,0.18275407,0.026945926,-0.1752551,-0.08116947,-0.102522016,-0.0038377158,0.025156315,-0.1144429,0.0434883,-0.07016638,0.10099828,-0.05372917,0.09786755,0.085585415,-0.07976057,-0.1174508,0.05709202,-0.10743114,-0.06691389,0.18494861,0.09519501,-0.020145908,0.049385667,-0.019210357,0.017964527,-0.06325658,-0.1303024,-0.07520203,-0.13776645,0.050429128,-0.13979375,-0.22855467,0.029623285,-0.06750658,-0.12981124,-0.1254675,-0.08482003,-0.02902329,-0.17564896,-0.089016646,-0.09581098,0.26992407,0.018859882,0.004537344,-0.07078949,-0.08101216,0.040925615,-0.012697385,0.11325618,0.025568001,-0.054259345,-0.040010784,0.06775857,0.08622436,0.080967106,-0.009873163,0.036314696,-0.2024059,0.0043609813,0.040055104,0.0634091,0.024610344,-0.0062776916,0.045431882,0.0680567,0.10740447,0.084616326,-0.05920072,0.0142736025,-0.030032188,-0.056189917,-0.16811831,-0.00041893125,0.09700228,-0.066470765,0.102364354,-0.024958588
O54785,-0.1459423,-0.02459733,-0.03758756,0.0914627,0.12141415,-0.026780568,0.09897831,0.042228002,0.08873979,-0.009753581,-0.09109326,-0.009462275,0.03463034,-0.04478842,0.049180012,-0.09687711,0.11236879,-0.00927029,0.014066216,-0.031971514,0.09000958,0.075731516,-0.018743888,0.079763554,-0.036438502,-0.0381924,0.068641186,-0.021113694,0.039656542,-0.03214684,-0.09980434,0.048756447,-0.007878586,0.010737669,-0.08140897,-0.030168826,-0.0015383535,-0.05590655,-0.03874138,-0.09820224,0.075810604,0.027350292,-0.017160255,-0.11921322,-0.09341132,-0.15933141,0.2108458,-0.073465444,0.008189835,0.05715719,0.052298155,0.07443036,-0.06051879,-0.049816377,-0.048564024,-0.13985671,0.045598455,-0.09637986,-0.0420151,0.013586424,-0.091362536,-0.025846045,-0.093276836,0.02453658,0.045130476,-0.012335924,-0.018161345,-0.03339314,-0.076956674,0.06208265,0.040572017,0.010945176,-0.024763986,0.092838794,0.014455464,0.12265617,0.015259011,-0.14341511,-0.032914255,-0.054506585,0.110368975,-0.003284376,-0.113428555,0.009456044,0.04505485,-0.13261482,-0.13827108,-0.023571214,0.07352787,-0.021164939,-0.08138533,0.04428868,0.12382746,0.08133954,0.1086946,-0.13428684,0.16965309,0.0035398193,0.016604017,0.11054372,0.013788559,0.037839722,-0.072222285,-0.068113066,0.09581419,-0.0068240073,0.0795367,0.05067653,-0.022764068,0.009685177,-0.17692998,0.021685489,-0.09569818,-0.09781997,0.039409928,-0.032825943,0.119495556,0.111518145,-0.073806584,-0.026077656,0.027528968,0.055257753,-0.036671996,0.05752179,-0.071883775,-0.057190347,0.06809508,-0.13540387
P18670,-0.005852852,-0.15760355,-0.0979161,-0.1464174,0.04099065,-0.13633284,0.083348885,-0.030619128,0.022142818,0.08833586,-0.12295984,0.02521015,0.184539,0.2699263,-0.38578534,0.093655005,0.04245124,-0.0036393143,0.024821304,-0.05276562,0.1769544,0.12421331,-0.042261112,0.05908875,0.045703705,-0.1135311,0.05746834,-0.068224415,-0.19709848,0.054829743,0.19735627,0.006691226,-0.07034509,0.053797077,-0.025897238,-0.09497641,-0.030656014,-0.07546491,0.03507347,-0.11920546,0.1425821,0.08015716,-0.0070144013,-0.3514226,-0.011237038,-0.29138604,0.14536418,-0.026745297,0.09105534,0.021340823,0.050336976,0.009484268,-0.092231736,0.11699776,-0.14155242,-0.09434225,0.116043136,-0.07966567,-0.097114235,-0.096609965,-0.02145836,-0.036137268,-0.07771784,0.034753494,0.0022600181,0.19686101,-0.09411384,-0.19443172,0.0872999,-0.006593559,0.0008087093,0.056525856,-0.04797691,0.04812159,-0.08676326,0.10608892,0.0026981086,0.02021933,0.2806172,-0.106849976,-0.0068559526,-0.045240574,-0.09436215,0.028796256,0.09790971,-0.052765384,-0.19789016,-0.04344881,0.030441172,-0.025696833,0.095320314,0.06663523,0.20618564,-0.0693484,0.24919051,0.037801888,0.114045605,0.0005019363,-0.12580466,0.07363853,0.073044285,0.2193372,0.015275293,0.068704896,0.16295165,0.04521259,0.0013333187,-0.031935606,-0.19299838,-0.11377388,0.17381355,0.07868427,-0.04344368,-0.107806996,0.06554875,-0.06426953,-0.027120305,-0.006156305,-0.11508416,0.104194865,-0.026296057,-0.045528427,-0.052704006,-0.026935425,0.10984075,-0.03227253,0.089625806,-0.32246083
P18014,-0.11715413,-0.033411562,0.02029961,0.052448165,-0.0906752,-0.032051705,0.010440469,0.006270541,0.08396024,0.003866814,-0.09820226,0.044770077,-0.0032932162,-0.07379167,0.044283565,-0.041925017,-0.03899856,0.017458636,-0.025182983,-0.030038137,0.074724086,0.08542946,0.047942065,-0.06917683,-0.01653164,-0.0056484044,0.09138957,-0.059824705,0.037852004,-0.026790395,-0.12137659,0.009820693,0.040019933,0.13972047,0.00087766536,-0.06571308,-0.008151358,0.013774473,-0.045679733,-0.012477253,-0.012076497,-0.020595703,-0.029193971,-0.04472475,-0.020635216,-0.09539725,0.034984156,0.12293028,0.02667349,0.027936758,-0.013063271,0.08390059,0.013374295,0.059113353,-0.01744987,-0.024523761,-0.026963081,0.037251223,-0.048598368,0.005650308,0.013525639,-0.041024193,-0.03815068,0.003508849,-0.09225671,-0.010684695,0.013616223,0.08316309,-0.005773113,-0.075671315,0.047436282,-0.05770608,-0.0132463835,-0.028215252,-0.016874146,0.03981833,0.03873083,-0.042532813,0.112650275,0.110580444,0.015527597,0.09195898,-0.06740369,0.108400926,-0.061315253,0.019208588,-0.050194643,-0.1140858,0.048765995,0.16072837,0.029157842,0.15021646,-0.031959288,-0.018445428,-0.07671304,-0.034328394,0.005645221,0.06371303,-0.11628146,0.08918836,0.061783433,-0.0023068003,0.009677363,0.04632365,-0.09006608,-0.03882286,-0.054815434,0.05665576,0.10327329,-0.022884425,-0.120431885,-0.01942601,0.0029770173,0.008838933,-0.1094808,-0.043883488,-0.01878707,0.06996174,-0.10770243,-0.06544397,-0.0866258,0.072721794,0.03665954,-0.062670104,0.13299806,0.11018236,0.06175395,-0.1738223
P60010,0.12241219,-0.1314344,0.024609592,0.058596227,0.042745203,-0.0022185072,0.051533874,0.058600463,-0.08014376,0.09454189,0.017621044,0.019985422,-0.031437334,0.1309477,-0.15220658,0.088811815,-0.0026248991,0.037961315,0.02136093,-0.07411035,0.024660883,0.100271374,0.010080089,0.045358058,-0.0047114845,-0.0809879,-0.006272614,-0.21658246,0.09908338,0.012522439,0.03462159,-0.19265245,0.0020631142,0.2514608,0.07603687,-0.1757651,-0.03879361,-0.00032436103,-0.089715816,0.13458808,-0.08496877,0.09101705,0.153147,-0.544684,0.26993355,-0.15017533,0.38737127,0.018345632,0.10287639,-0.29046133,0.019528098,0.08469396,0.059318326,-0.2715882,0.022009175,0.028017204,0.016366813,0.09492477,0.044279397,-0.025772555,0.089733385,0.051171064,0.12141266,0.06534141,0.27701554,-0.059261676,0.015270401,-0.085412316,-0.09175406,0.09133001,-0.084504135,0.10298475,-0.07074551,0.0012344159,-0.012993455,-0.0942765,0.11122392,0.0026615448,0.17928793,0.07982923,0.064727865,-0.026299601,-0.0035304986,-0.018384304,0.16935287,-0.17596646,-0.090782784,-0.22929212,0.02720052,-0.017444726,0.03842139,-0.0192063,0.008973373,-0.04990596,0.14967012,-0.037339978,-0.19448988,-0.020686481,0.019064954,0.062413458,-0.031395823,-0.07348245,-0.16244173,0.20382828,-0.043027483,-0.09780235,-0.26920593,0.023459865,-0.09517349,-0.16225809,0.08760489,0.028316379,0.0046095885,-0.04056178,-0.12544474,0.06016478,0.051071987,0.0039836373,0.053723276,-0.1210581,-0.101516806,0.11470756,0.052547902,-0.13940854,0.041447114,-0.21553843,0.073832825,-0.0035190023
